cluster_id,dominant_spacegroup_symbol,fraction
186,P2_1/c,0.17713727405959942
187,F-43m,0.9970199292233191
188,P2/m,0.2596621815058689
189,Pm,0.81018426788191
190,P4/mmm,0.661877992921091
191,C2/m,0.5579338404387051
192,P3m1,0.5180037902716361
193,C2/m,0.18929936305732484
194,P2/m,0.275974025974026
195,I4/mmm,0.6886126457949663
196,Cmmm,0.8153274116917992
197,Fd-3m,0.6906490649064907
198,P2/m,0.4239035470906867
199,Cm,0.8552758024216798
200,I4/mmm,0.479411278319828
201,Cmcm,0.11809620768643421
202,Imm2,0.42191113816189896
203,P6_3/mmc,0.17860628537966036
204,Pmmm,0.8336395523634541
205,P4/mmm,0.6735658042744657
206,I-4m2,0.7712814298697365
207,Imm2,0.45459308417743627
208,C2/m,0.22565837158733995
209,F-43m,0.9971575527883053
210,I4/mmm,0.7279446453844944
211,Pm,0.6357531760435572
212,R-3m,0.6740756127960116
213,I4/mmm,0.2023404255319149
214,Fm-3m,0.9088885979840293
215,R-3m,0.8443348077577407
216,Pm,0.5570126694821071
217,Pm,0.4819698173153296
218,F-43m,0.996641590542719
219,I4mm,0.2367549668874172
220,P4/mmm,0.6484818563317699
221,Fm-3m,0.29041336851363236
222,P4/mmm,0.629586584758426
223,R-3m,0.9325297170601038
224,Imm2,0.3008749189889825
225,I4/mmm,0.6407730905036239
226,Pm-3m,0.3923444976076555
227,P2/m,0.36727425099518124
228,P4mm,0.25434218406867637
229,Cmm2,0.2936753648827952
230,C2/m,0.5473191214470284
231,I4/mmm,0.7480327352848599
232,P2/m,0.3008823529411765
233,P-6m2,0.5053856096510125
234,Pm-3m,0.5611404435058078
235,C2/m,0.20417764395935264
236,Cmm2,0.576271186440678
237,Cm,0.8974046333391396
238,I-4m2,0.7944391955729518
239,I-4m2,0.4539156626506024
240,Fm-3m,0.6179912663755458
241,I4mm,0.49383241173968523
242,Cm,0.8614609571788413
243,Pmmm,0.6200716845878136
244,Pm,0.7099607549990656
245,Fm-3m,0.8948318977493748
246,I-4m2,0.7478338810875411
247,I-4m2,0.7379752633989922
248,Fm-3m,0.7035379667179416
249,P4/mmm,0.27744848998024274
250,F-43m,0.9145370260311423
251,I4mm,0.40818305216210976
252,F-43m,0.667938165027103
253,Cmmm,0.7443865276663993
254,Cmmm,0.4083013347961236
255,P4mm,0.31471471471471474
256,Cm,0.8773744911804613
257,F-43m,0.9970827255678266
258,Cm,0.8571801566579634
259,R-3m,0.7226577081000374
260,C2/m,0.5055225148683092
261,P4mm,0.45341922695738357
262,Immm,0.32981662898769154
263,I4/mmm,0.16466165413533834
264,R-3m,0.7362560890744607
265,R-3m,0.9153043135710065
266,P4mm,0.23107177974434612
267,Imm2,0.428003314001657
268,Imm2,0.44247945694891033
269,I-43m,0.0707561494078348
270,C2/m,0.5956896551724138
271,R-3m,0.5037511032656664
272,Cm,0.4329545454545455
273,R-3m,0.8997644035125294
274,Imm2,0.5660072668550666
275,I-4m2,0.6257840651274523
276,P4/mmm,0.4212028094820018
277,F-43m,0.9795949677815281
278,F-43m,0.9465895953757225
279,P3m1,0.8837367882713945
280,P4mm,0.5594609769792251
281,Immm,0.5509803921568628
282,Cm,0.8355300859598854
283,C2/m,0.4682919056724028
284,I4/mmm,0.15786163522012578
285,I4/mmm,0.5852368866328257
286,P-6m2,0.2782167042889391
287,F-43m,0.9977626000942064
288,Imm2,0.3472847682119205
289,R-3m,0.7959958577839144
290,Immm,0.5068736141906873
291,P6/mmm,0.18472652218782248
292,F-43m,0.6908349026993095
293,Cmmm,0.6009486166007905
294,Pm,0.8252895752895753
295,P2/m,0.5985936126574861
296,P6_3/mmc,0.14600207684319833
297,P4/mmm,0.8538072575847709
298,P4/mmm,0.4510061242344707
299,P4mm,0.4459025955088947
