cluster_id,dominant_sg_wyckoff,fraction,n_labeled,cluster_size
59,Pm | a b,0.7477889600487954,3279,4652
60,P4mm | a b,0.8091324200913242,4380,5918
61,R-3m | a b c,0.8686956521739131,3450,4297
62,I-4m2 | a b c d,0.8547322083639032,4089,5725
63,P4mm | a b,0.7540453074433657,4944,6916
64,R-3m | a b c,0.7455470737913485,3930,4948
65,P3m1 | a b c,0.7966386554621848,2975,4093
66,F-43m | a b c d,0.9944246208742195,4484,5709
67,I-4m2 | a b c d,0.48407960199004973,4020,5322
68,F-43m | a b c d,0.9477219626168224,3424,5346
69,F-43m | a c e,0.8849441157133465,4563,6673
70,Cm | a,0.10671792055647081,5463,7503
71,F-43m | a b c d,0.9823439878234399,3285,5281
72,C2/m | a d i,0.5540781901170867,5039,6391
73,Pmm2 | a d,0.8479589342459056,4091,5575
74,Imm2 | a b,0.4503735325506937,3748,5098
75,P4/mmm | a c e,0.9093581577658011,4082,5445
76,P4mm | a b,0.7898089171974523,4239,6076
77,Im-3m | a c,0.10529531568228107,4910,6322
78,Cm | a,0.5738880918220947,2788,3774
79,Pm | a b,0.8912762101993269,3863,5189
80,Fm-3m | a b c,0.9145141451414515,1626,5918
81,Fd-3m | c e f,0.2249058276091292,4513,6643
82,I4/mmm | a b d,0.938913362701909,3405,4777
83,Pmmm | a c t,0.48092573753814855,3932,5586
84,R-3m | a b c,0.8036458333333333,3840,5008
85,Immm | a c j,0.6595386833253244,4162,5578
86,Cmmm | a b f,0.5362154821186057,4418,5780
87,R3m | a,0.9207991437745273,2803,3750
88,P2/m | a g n,0.3024277456647399,4325,5817
89,Pm | a b,0.8595781566021381,3461,4930
90,Cmm2 | a b,0.4752075919335706,4215,5831
91,P4/mmm | a b h,0.4214719271623672,2636,3659
92,Pm | a b,0.6473784297745178,3681,5142
93,Imm2 | a b,0.45883777239709445,5782,7987
94,F-43m | a b c d,1.0,6848,9190
95,R-3m | a b c,0.9871013133208255,4264,5798
96,P2/m | a g n,0.31056241426611797,3645,5035
97,C2/m | a d i,0.4480830670926518,3756,4897
98,C2/m | a d i,0.42841113105924594,4456,5605
99,Imm2 | a b,0.42151739052081455,5549,7567
100,C2/m | a d i,0.5243312101910828,3925,4911
101,Pmmm | a d f g,0.3659459459459459,3700,5115
102,Pm | a b,0.7035979440319817,3502,4718
103,Pm-3m | a b d,0.3687881429816914,3441,5670
104,Imm2 | a b,0.4147945205479452,3650,5079
105,F-43m | a b c d,0.8002049180327869,4880,6738
106,C2/m | a d i,0.6492447129909366,3310,4124
107,F-43m | a c e,0.8945172824791419,5034,6892
108,F-43m | a b c d,0.9929605792437651,4972,6400
109,Cm | a,0.9633427326326582,3901,4652
110,Cmcm | c,0.11064252046638551,4031,5706
111,F-43m | a b c d,0.9979682305134836,5414,7397
112,C2/m | i,0.13371071637712278,5123,6638
113,I4/mmm | a b d,0.8708399366085579,3786,4985
114,P3m1 | a b c,0.7684709600948242,2531,3569
115,P4/mmm | a b h,0.7647058823529411,3434,4764
116,P3m1 | a b c,0.9699074074074074,2592,3587
117,Pmmm | a c t,0.33313486156594224,3359,4643
118,F-43m | a b c d,0.8365068942875903,4569,6723
119,I-43m | a c g,0.2899641577060932,5580,7723
120,I4/mmm | a e,0.10918114143920596,4433,5511
121,F-43m | a b c d,0.7640426816992149,4967,7041
122,Amm2 | a b,0.24339300937766412,4692,6412
123,C2/m | a d i,0.4465545306565383,3686,4596
124,F-43m | a c e,0.9115061162079511,5232,7152
125,Fm-3m | a b c,0.4293317563571851,3382,5009
126,Immm | a c j,0.6627352572145546,3985,5446
127,P4mm | a b,0.7787460148777896,4705,6578
128,F-43m | a b c d,0.996,4750,6682
129,P4/mmm | a b h,0.6306368330464716,2905,4070
130,R-3m | a b c,0.998076394613905,3639,5284
131,Pmmm | a d f g,0.9385435168738899,2815,4057
132,F-43m | a b c d,0.9986320109439124,5117,7908
133,Cmm2 | a b,0.32775351770984956,4122,5809
134,I4mm | a,0.7312078797304302,3858,4795
135,I4mm | a,0.5985120574653668,3898,4946
136,Cmmm | a b f,0.5139214155607599,3843,4934
137,P4/mmm | a d,0.17237834132967786,2918,4521
138,I-4m2 | a b c d,0.761661993372419,3923,5364
139,I4/mmm | a b d,0.9411129119394922,3702,5010
140,R-3m | a b c,0.9772230889235569,3205,4615
141,Cm | a,0.9918800749531543,3202,3823
142,Fm-3m | a b c,0.9167377095765843,3519,5700
143,Cmm2 | a b,0.2973842195540309,4664,6363
144,Pmm2 | a d,0.6677071509648127,3524,4735
145,Fm-3m | a b c,0.8978494623655914,744,7336
146,F-43m | a c e,0.8614757808963331,4418,6365
147,Pm | a b,0.8490610886617542,4207,5699
148,Pm | a b,0.9544082125603864,3312,4782
149,R3m | a,0.782798833819242,2744,3542
150,Cm | a,0.9915467214987435,4377,5206
151,R-3m | a b c,0.9933673469387755,3920,5619
152,P4mm | a b,0.6457601605619668,3986,5364
153,Immm | a c j,0.7293906810035843,3348,4721
154,I-4m2 | a b c d,0.9320715582058595,3857,5257
155,F-43m | a b c d,0.9836901121304791,4905,7318
156,I-4m2 | a b c d,0.9185595567867036,3610,4874
157,Pmmm | a d f g,0.2641765704584041,2945,4231
158,Immm | a c j,0.5389425810119386,3518,4787
159,Immm | a c j,0.5337912087912088,3640,5007
160,R-3m | a b c,0.988456865127582,3292,4547
161,I-4m2 | a b c d,0.9004400440044005,3636,5170
162,Cmmm | a b f,0.5936507936507937,4410,5894
163,P4/mmm | a c e,0.8761878903068151,3683,5086
164,Pmm2 | a d,0.6172150411280846,3404,4536
165,Cmmm | a b c d i j k l n r,0.34190620272314676,4627,6181
166,Immm | a c j,0.45255323547653503,4837,6476
167,P4/mmm | a c e,0.7052364864864865,3552,4911
168,P4mm | a b,0.4519790454016298,3436,4621
169,Cm | a,0.2730899048787972,3259,4233
170,P-3m1 | a d,0.12078559738134206,3055,4276
171,Fm-3m | a b c,0.8636363636363636,1232,7702
172,P4/mmm | a c e,0.879438717067583,3492,4750
173,Pm | a b,0.5547210300429185,3728,5237
174,P2/m | a g n,0.5440307328605201,3384,4853
175,Immm | a c j,0.5261184034288776,3733,4823
176,Imm2 | a b,0.43344465648854963,4192,5763
177,Cm | a,0.9945575011831519,4226,4974
178,R-3m | a e,0.3298413648608201,3341,4268
179,Pmmm | a d f g,0.9063829787234042,3525,4961
180,Cm | a,0.9242813741528394,4279,5224
181,P4mm | a b,0.811074144486692,4208,5697
182,C2/m | a d i,0.345695076989807,4611,6004
183,I4/mmm | a b d,0.9017423593259069,3501,4795
184,Imm2 | a b,0.35844155844155845,4235,5892
185,Cm | a,0.9981189748412885,4253,4967
186,R-3m | a b c,0.9706693406868889,3989,5524
187,P4mm | a b,0.8012062726176116,4145,5778
188,Fm-3m | a b c,0.8959554513481829,3412,5815
189,C2/m | a d i,0.8467640165855417,5547,6493
190,Imm2 | a b,0.42935528120713307,4374,5871
191,Imm2 | a b,0.47604625550660795,3632,5026
192,Cm | a,0.9740573152337858,3315,3897
193,P4/mmm | a b h,0.6482655725475569,2681,3738
194,Pm | a b,0.8512396694214877,3267,4568
195,P4/mmm | a c e,0.5879446640316206,3036,4203
196,P-6m2 | a b h,0.2600253271422541,2369,2968
197,Immm | a c j,0.1779842744817727,4197,5400
198,I4mm | a,0.7372060857538036,4338,5461
199,Pmmm | a d f g,0.32151898734177214,3555,4980
200,R-3m | a b c,0.4450730787364451,2121,2913
201,Cm | a,0.9995567375886525,4512,5340
202,I4/mmm | a e,0.13534896863520768,3539,4570
203,I4/mmm | a b d,0.8243559718969555,4270,5944
204,Cmm2 | a b,0.324953636925613,4853,6444
205,P4/mmm | a c e,0.8563843907618794,3767,5143
206,Immm | a c j,0.5219619326500732,4098,5498
207,P-3m1 | a d,0.11959521619135234,4348,5695
208,Pm | a b,0.47265732344050565,3639,5219
209,I-4m2 | a b c d,0.9489496824621397,4094,5709
210,I4mm | a,0.7568331762488218,4244,5295
211,P4mm | a b,0.6329046087888531,3732,5253
212,F-43m | a c e,0.9170884191723727,6718,9485
213,F-43m | a b c d,0.9682232660956065,3619,5120
214,I4/mmm | a b d,0.5533980582524272,3605,4993
215,P2/m | a g n,0.36725888324873096,3940,5588
216,Immm | a c j,0.37309184993531697,3865,4962
217,I4/mmm | a e,0.1761252446183953,3577,4972
218,R-3m | a b c,0.9705335810990178,3767,5252
219,I-4m2 | a b c d,0.5083783016188583,3521,4743
220,P6/mmm | a d,0.16134374260704992,4227,5479
221,F-43m | a b c d,0.800602280060228,4649,6484
222,C2/m | a d i,0.41199301377838154,5153,6553
223,R-3m | a b c,0.950864878415643,3989,5334
224,P4/mmm | a b h,0.6659528907922913,2802,3786
225,Immm | a c j,0.5222854433380749,4218,5813
226,Pmmm | a d f g,0.41798941798941797,3591,4863
227,I-4m2 | a b c d,0.92090112640801,3995,5439
228,Immm | a c j,0.8072660098522167,3248,4334
229,F-43m | a b c d,0.9916117435590174,3338,5312
230,P2/m | a c n,0.24742798353909465,3888,5180
231,I4/mmm | a e,0.1429271880362834,4079,5497
232,P2/m | a g n,0.6935341009743136,3387,4788
233,Cm | a,0.9793209088588205,3917,4760
234,F-43m | a b c d,0.7292150487691593,4306,6186
235,P4/mmm | a c e,0.7418290854572713,3335,4472
236,Cmmm | a b f,0.5210042257022123,4023,5505
237,I4/mmm | a b d,0.8847137014314929,3912,5373
238,P4/mmm | a c e,0.8157647794807632,3197,4329
239,P4mm | a b,0.8162393162393162,5148,6820
240,P3m1 | a b c,0.9287544848795489,1951,2695
241,Imm2 | a b,0.30752688172043013,4650,6408
242,Cm | a,0.26770708283313327,6664,9072
243,I4/mmm | a b d,0.8304710500490677,4076,5295
244,R3m | a,0.995201919232307,2501,3592
245,P3m1 | a b c,0.3854941551540914,3764,5191
246,Imm2 | a b,0.4674929840972872,4276,5848
247,Imm2 | a b,0.3277103476650895,4861,6640
248,P2/m | a g n,0.7208136792452831,3392,4841
249,Imm2 | a b,0.4911308203991131,3608,4912
250,Cm | a,0.999284862932062,4195,4930
251,C2/m | a d i,0.38368580060422963,4965,6148
252,P3m1 | a b c,0.9817920459990417,2087,2812
253,P2/m | a g n,0.7659301953250081,3123,4466
254,C2/m | i,0.06193640246796393,4214,5544
255,F-43m | a b c d,0.9459971577451445,4222,6295
256,Cmm2 | a b,0.3520544614636518,4113,5738
257,Cmcm | c g,0.0829100145137881,5512,6885
258,I-4m2 | a b c d,0.9327254805322819,4058,5505
259,Pmmm | a d f g,0.45925526173772263,3706,5284
260,R-3m | a b c,0.9997692662667282,4334,6126
261,P2/m | a g n,0.31427804616210414,3726,4975
262,Pm | a b,0.6558068225373707,2609,3594
263,F-43m | a c e,0.8373278939316675,5883,8146
264,Immm | a c j,0.5860612460401268,3788,5295
265,Pmm2 | a d,0.5025036818851252,3395,4777
266,Fm-3m | a b c,0.8228980322003577,559,6586
267,P4/mmm | a b h,0.4789612097304405,3042,4148
268,Cmmm | a b f,0.5474031327287716,3639,4753
269,P6_3/mmc | a c d,0.07183462532299742,3870,5023
270,Im-3m | a c,0.13121827411167514,3940,5684
271,F-43m | a c e,0.9553128103277061,5035,7082
272,I4/mmm | a e,0.22019675925925927,3456,4438
273,F-43m | a b c d,0.9979890310786106,5470,7203
274,P3m1 | a b c,0.9709972189114024,2517,3425
275,C2/m | a d i,0.3210193599367839,5062,6606
276,Pm | a b,0.9267935578330894,3415,4854
277,R3m | a,0.952330131625756,2811,3824
278,F-43m | a b c d,0.9930852145617246,4917,6941
279,Cm | a,0.9861489554950046,4404,5228
280,R-3m | a b c,0.9920874152223059,2654,3841
281,P4mm | a b,0.839930151338766,3436,4747
282,P4mm | a b,0.6797199170124482,3856,5240
283,P4/mmm | a c e,0.6194868838281926,3469,4963
284,I-4m2 | a b c d,0.7860785313615503,3922,5259
285,R3m | a,0.9646712463199215,3057,4193
286,F-43m | a b c d,0.989979025868096,4291,5675
287,C2/m | a b f,0.42323353293413174,4175,5547
288,F-43m | a b c d,0.9985747372171744,5613,8242
289,Fm-3m | a b c,0.8330206378986866,1599,7392
290,I4/mmm | a b d,0.7531370656370656,4144,5747
291,Immm | a c j,0.597714829802428,4201,5865
292,F-43m | a c e,0.8503239740820734,4630,6403
293,I4/mmm | a h i,0.18630460448642266,4235,6308
294,P-6m2 | a b h,0.14427860696517414,3417,4597
295,I-4m2 | a b c d,0.728123114061557,3314,4447
296,Pmmm | a d f g,0.6757624398073836,3115,4393
297,F-43m | a b c d,0.9929010884997633,4226,6329
298,F-43m | a b c d,0.9990169574834111,4069,6687
299,P2/m | a c n,0.3192990995376004,4109,5708
