cluster_id,dominant_sg_wyckoff,fraction,n_labeled,cluster_size
0,F-43m | a b c d,0.8339825386165212,7445,10591
87,Fmm2 | a,0.987695012085256,4551,6404
88,P3m1 | a b c,0.9336626676076217,4251,5919
89,I4/mmm | a b d,0.8996682301796133,8741,11960
90,Cm | a,0.9960220318237454,6536,7858
91,R-3m | a b c,0.9905949703537109,9782,13488
92,Pm-3n | a c,0.17986877900464074,6249,9122
93,Pmmm | a d f g,0.5730011587485515,6904,9378
94,C2/m | a d i,0.7935207596350773,10742,13055
95,I-4m2 | a b c d,0.9999202106439001,12533,16965
96,P6_3/mmc | c h,0.14800175669740886,4554,5736
97,Cmcm | c,0.27574280773463294,6361,8146
98,Amm2 | a b,0.31573157315731576,3636,4702
99,I-43m | a c g,0.1666061046511628,5504,7460
100,P4mm | a b,0.8347907977936231,7433,10426
101,P2/m | a g n,0.5702054794520548,7008,9938
102,Cm | a,0.999628666914222,16158,19026
103,Cm | a,0.9999048434675041,10509,12444
104,Pmmm | a d f g,0.6787772488098222,7982,11187
105,R-3m | a b c,0.994447015270708,8644,12273
106,F-43m | a b c d,0.8032630575272804,9439,13409
107,Cmmm | a b f,0.5138016822651345,8441,11635
108,Immm | a c j,0.9761261261261261,8880,12161
109,P2_1/c | e,0.12104893467571998,4271,6282
110,I4/mmm | a h i,0.21663974151857834,6190,7919
111,P4/mmm | a c e,0.4400921658986175,9982,13717
112,C2/m | a d i,0.5853939045428407,8695,10805
113,P4/mmm | a c e,0.6372001031903001,11629,16075
114,Fm-3m | a b c,0.8814606741573033,5340,10937
115,I-4m2 | a b c d,0.9969331222793827,10108,13831
116,Imm2 | a b,0.6778571428571428,9800,13000
117,F-43m | a b c d,0.9680184881467124,13414,18746
118,P6_3/mcm | b d g,0.15246815286624205,5024,6823
119,Fmm2 | a,0.9698630136986301,5475,7696
120,R3m | a,0.9886312973695943,4486,6371
121,Fm-3m | a b c,0.9614782336360789,6386,13881
122,Immm | a c j,0.18585743996974854,5289,6906
123,F-43m | a b c d,0.9997978164173069,14838,21675
124,R3m | a,0.9421613394216134,3285,4441
125,R-3m | a b c,0.9685995623632385,9140,12357
126,I4/mmm | a b d,0.7615456022278951,8618,11996
127,P2/m | a g n,0.6374982665372347,7211,9757
128,Cmmm | a b c d i j k l n r,0.42198416394969723,4294,5690
129,I4/mmm | a b d,0.9298361376883317,9093,12434
130,Imm2 | a b,0.7146017699115044,10396,14431
131,Pm | a b,0.9995813710099425,9555,13354
132,Pmmm | a d f g,0.4925391389432485,8176,11458
133,C2/m | a d i,0.690643370346179,12248,15108
134,Pm-3m | a b d,0.6258955987717503,1954,3507
135,Pnma | c,0.26977220373688254,3907,5198
136,P-62m | a d f g,0.30218068535825543,3852,5258
137,P3m1 | a b c,0.9677978697052266,8074,11239
138,Immm | a c j,0.533774532177088,4382,5788
139,P4mm | a b,0.7796016633836725,4569,6356
140,Pmm2 | a d,0.8617636642663203,8471,11536
141,Fm-3m | a b c,0.8993325917686318,3596,16973
142,F-43m | a b c d,0.9819093949528732,6578,8845
143,Pmm2 | a d,0.8618834080717489,7805,10775
144,Cmmm | a b f,0.5873756218905473,6432,8989
145,F-43m | a c e,0.9131592967501332,7508,10616
146,P4mm | a b,0.9237951393656461,7283,9917
147,Cmmm | a b f,0.5005805702490002,7751,10658
148,F-43m | a b c d,0.7888838578220512,8834,12485
149,R-3m | a e,0.22741611700602238,3487,4271
