cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
61,F-43m | 4a 4b 4c 4d,0.9873899119295436,9992,14874
62,Cmm2 | 2a 2a 2b 2b,0.35001296344309046,7714,10753
63,P4/mmm | 1a 1c 2e,0.5473100519112789,8476,11795
64,Cmmm | 2a 2b 4f,0.24657044017654778,8383,11363
65,Pm | 1a 1a 1b 1b,0.8256804140925029,5989,8375
66,I-4m2 | 2a 2b 2c 2d,0.7342016401350699,8292,10964
67,F-43m | 4a 4c 16e,0.4679712981082844,7665,11375
68,C2/m | 2a 2d 4i,0.5283317120622568,8224,10387
69,R-3m | 3a 3b 6c,0.9825411242304976,9909,13360
70,F-43m | 4a 4c 16e,0.7164426261445549,10266,14023
71,P4mm | 1a 1a 1b 1b,0.7500278862242052,8965,12438
72,Fm-3m | 4a 4b 8c,0.80266616597822,5326,12592
73,F-43m | 4a 4b 4c 4d,0.9821120493961681,11013,15665
74,Cm | 2a 2a 2a 2a,0.9691583899634083,7652,9154
75,P4/mmm | 1a 1c 2e,0.571945046999277,6915,9655
76,Immm | 2a 2c 4j,0.28913370055082627,9985,13274
77,I-4m2 | 2a 2b 2c 2d,0.5945816350994966,8342,11545
78,Fm-3m | 4a 4b 24d,0.13883847549909256,6612,9689
79,P4mm | 1a 1a 1b 1b,0.5261062450233193,8791,12009
80,R-3m | 3a 3b 6c,0.8141201585849345,6558,9271
81,R-3m | 3a 3b 6c,0.8474238542556219,7026,9949
82,C2/m | 2a 2d 4i,0.8388577256501785,5883,6835
83,P4mm | 1a 1a 1b 1b,0.6603647314706375,5977,8475
84,F-43m | 4a 4c 16e,0.6733977172958736,3417,13339
85,Pmmm | 1a 1c 2t,0.24632641615255188,8915,12606
86,Cmmm | 2a 2b 4f,0.23503989361702127,6016,8072
87,I4/mmm | 2a 8h 8i,0.0703792735042735,7488,10515
88,Cm | 2a 2a 2a 2a,0.9612609786700126,6376,7582
89,P4/mmm | 1a 2e,0.18642654660663666,5997,8566
90,F-43m | 4a 4c 16e,0.5430262777938204,6926,11723
91,C2/m | 2a 2d 4i,0.25377229080932784,7290,9481
92,P-3m1 | 1a 2d 2d,0.05889950917075691,7742,10371
93,F-43m | 4a 4b 4c 4d,0.9945195895522388,8576,13205
94,I-4m2 | 2a 2b 2c 2d,0.7511033837100441,7477,9807
95,I4/mmm | 2a 2b 4d,0.48880162885398487,6876,9593
96,P4mm | 1a 1a 1b 1b,0.8688315371525809,7052,9631
97,C2/m | 2a 2d 4i,0.6153623188405797,6900,8633
98,C2/m | 2a 2d 4i,0.45097173144876324,6792,8567
99,R-3m | 3a 6c 6c,0.22084233261339092,5556,6761
100,Immm | 2a 2c 4j,0.38328285887341007,8255,11284
101,P4/mmm | 1a 1c 2e,0.6140234461402344,9042,12267
102,Pmm2 | 1a 1a 1d 1d,0.7173465183353935,7281,10043
103,I-43m | 2a 8c 24g 24g,0.058597256058469036,7799,9961
104,F-43m | 4a 4b 4c 4d,0.9960107616662028,10779,13680
105,R-3m | 3a 3b 6c,0.7990174830226846,6921,9767
106,Fm-3m | 4a 4b 8c,0.4645669291338583,4445,11871
107,P-6m2 | 1a 1b 2h,0.16805632758940153,5397,7279
108,I4/mmm | 2a 2b 4d,0.45060366091133325,7703,10357
109,Cm | 2a 2a 2a 2a,0.7011391954432182,5618,6764
110,C2/m | 2a 2d 4i,0.5797634087515792,8707,10857
111,Pmmm | 1a 1d 1f 1g,0.22321755027422305,10940,14988
112,Imm2 | 2a 2a 2b 2b,0.3029355803207393,7358,9992
113,P3m1 | 1a 1b 1c,0.7371514317869201,7997,10921
114,Pmmm | 1a 1d 1f 1g,0.2669678998399699,10623,14106
115,I-43m | 2a 8c 24g 24g,0.08781431334622825,7755,10696
116,F-43m | 4a 4b 4c 4d,0.9992900248491303,11268,15801
117,Cm | 2a 2a 2a 2a,0.9707927677329624,6471,7719
118,Fd-3m | 16c 32e 48f,0.2520688513737173,6042,8565
119,Pm | 1a 1a 1b 1b,0.974694589877836,8022,10831
120,Imm2 | 2a 2a 2b 2b,0.3640542661733378,8919,12223
121,P4/mmm | 1a 1c 2e,0.583830193179108,8386,11237
122,I4/mmm | 2a 2b 4d,0.5968992248062015,6450,8636
123,Imm2 | 2a 2a 2b 2b,0.3316399635274196,7677,10595
124,Pnnm | 2a 4g,0.07238229093464511,7115,9451
125,P3m1 | 1a 1b 1c,0.7276738171306861,6573,9180
126,Cm | 2a 2a 2a 2a,0.9501764865598696,7366,8743
127,I-4m2 | 2a 2b 2c 2d,0.5188172043010753,8184,11266
128,Immm | 2a 2c 4j,0.36874319912948855,7352,10110
129,Pmmm | 1a 1d 1f 1g,0.3440154002944174,8831,12222
130,P4mm | 1a 1a 1b 1b,0.5778600940304887,7019,9685
131,R-3m | 3a 3b 6c,0.7532611370908195,8126,10848
132,R3m | 3a 3a 3a 3a,0.9649122807017544,6441,8786
133,Immm | 2a 2c 4j,0.4413564507904131,7844,10640
134,I4/mmm | 2a 2b 4d,0.4893078221722003,7108,9896
135,I4mm | 2a 2a 2a,0.8263576617087512,5782,7149
136,F-43m | 4a 4b 4c 4d,0.9871563528287868,9421,12185
137,Cm | 2a 2a 2a 2a,0.954415600546516,8051,9492
138,Imm2 | 2a 2a 2b 2b,0.38667687595712097,7836,10817
139,Cm | 2a 2a 2a 2a 2a 2a,0.1780251794818437,9611,13385
140,F-43m | 4a 4c 16e,0.701821006300164,11587,15707
141,Cmcm | 4c 4c 8g,0.07407037185125949,10004,12597
142,P2/m | 1a 1g 2n,0.21854656569682476,7527,10437
143,R-3m | 3a 3b 6c,0.8046007057900928,7651,10287
144,I4/mmm | 2a 4e,0.10798440413629429,5899,7323
145,P2/m | 1a 1g 2n,0.2869203629032258,7936,11358
146,Imm2 | 2a 2a 2b 2b,0.3657785899778782,10397,14401
147,F-43m | 4a 4c 16e,0.7401594114040466,8155,12957
148,Imm2 | 2a 2a 2b 2b,0.3731202019139762,9509,12576
149,Pm | 1a 1a 1b 1b,0.9147168531705663,5898,8168
