cluster_id,dominant_sg_sites,fraction,n_labeled,cluster_size
43,Imm2 | 2a 2a 2b 2b,0.4396698227725176,8238,11620
44,C2/m | 2a 2d 4i,0.5258702908917501,8388,10511
45,P4/mmm | 1a 1c 2e,0.5842807711319822,8092,11175
46,F-43m | 4a 4c 16e,0.8868586463967256,6841,9435
47,I4/mmm | 2a 8h 8i,0.08030379746835443,9875,12921
48,R3m | 3a 3a 3a 3a,0.2863568215892054,6670,8398
49,P4mm | 1a 1a 1b 1b,0.7320304736667771,9057,12354
50,I4/mmm | 2a 2b 4d,0.4112566575500216,6947,9656
51,Imm2 | 2a 2a 2b 2b,0.21695696721311475,7808,10502
52,I4/mmm | 2a 2b 4d,0.43890219995643653,9182,12234
53,R-3m | 3a 3b 6c,0.656201429903637,6434,8094
54,Pm | 1a 1a 1b 1b,0.7640798952193845,6108,8689
55,F-43m | 4a 4b 4c 4d,0.998588797221016,9212,12311
56,Imm2 | 2a 2a 2b 2b,0.33831594795139264,9299,12770
57,P4/mmm | 1a 1c 2e,0.577241787511098,6758,9264
58,Cm | 2a 2a 2a 2a 2a 2a,0.14927475003520632,7101,9755
59,R-3m | 3a 3b 6c,0.9415049970605526,6804,9485
60,P2/m | 1a 1g 2n,0.21561588512452323,8914,11886
61,C2/m | 2a 2d 4i,0.3993811352966283,9372,11618
62,Pm-3m | 1a 1b 3d,0.18104320184944372,6921,10776
63,Pmmn | 2a 2b 4e 4e 4f 8g,0.061357263039820524,8915,12076
64,P6/mmm | 1a 2c 3g,0.07151162790697674,8600,10662
65,Pmm2 | 1a 1a 1d 1d,0.4784506273867976,7332,10114
66,F-43m | 4a 4c 16e,0.8953345610804174,9774,13810
67,R-3m | 3a 3b 6c,0.9582085665928916,7681,11054
68,Pmmm | 1a 1d 1f 1g,0.31326460481099655,7275,10387
69,Cmmm | 2a 2b 4f,0.6516080456061095,9297,12439
70,P4/mmm | 1a 1b 2h,0.5819282317336792,6939,9533
71,P4mm | 1a 1a 1b 1b,0.2705427265267847,8531,11563
72,F-43m | 4a 4b 4c 4d,0.9981937231880785,8858,11646
73,F-43m | 4a 4b 4c 4d,0.9879972086531752,7165,9609
74,I4/mmm | 2a 8h 8i,0.1612531674729325,8682,12740
75,Cm | 2a 2a 2a 2a,0.9504048582995951,8892,10566
76,C2/m | 2a 2d 4i,0.24952323597310047,9963,12679
77,C2/m | 2a 2d 4i,0.24046985815602837,9024,11847
78,I-4m2 | 2a 2b 2c 2d,0.5656586795019357,9557,13332
79,P4mm | 1a 1a 1b 1b,0.43853606027987085,9290,12718
80,P4mm | 1a 1a 1b 1b,0.49303581580443434,7036,9602
81,Cmmm | 2a 2b 4f,0.47924941788796055,7301,9741
82,Cm | 2a 2a 2a 2a,0.8832700117909079,7633,9158
83,R-3m | 3a 3b 6c,0.8557602247892601,6406,8687
84,Imm2 | 2a 2a 2b 2b,0.371518527488496,8258,11580
85,I4/mcm | 4a 8h,0.059905296773483094,9081,11663
86,Fm-3m | 4a 4b 8c,0.7419493344783169,4658,11325
87,Imm2 | 2a 2a 2b 2b,0.22541216600341102,7036,9680
88,I4mm | 2a 2a 2a,0.6272998508204873,8044,10249
89,F-43m | 4a 4b 4c 4d,0.508753743377102,8682,12505
90,R-3m | 3a 3b 6c,0.538871530968572,5441,7551
91,Pm | 1a 1a 1b 1b,0.6468235656052915,6501,9347
92,P4mm | 1a 1a 1b 1b,0.6363636363636364,8217,11316
93,P3m1 | 1a 1b 1c,0.9458874458874459,5082,6901
94,Fm-3m | 4a 4b 8c,0.5835140997830802,1383,11513
95,Cmmm | 2a 2b 4f,0.2443140132061629,8178,10931
96,I-4m2 | 2a 2b 2c 2d,0.5678770676323774,10217,13976
97,F-43m | 4a 4b 4c 4d,0.9989253731343284,8375,12409
98,F-43m | 4a 4b 4c 4d,0.7068568294020845,9115,12804
99,Pm | 1a 1a 1b 1b,0.5384017412935324,6432,8712
100,P4/mmm | 1a 1c 2e,0.5359138612511926,7337,10273
101,F-43m | 4a 4b 4c 4d,0.9754738015607581,6279,9909
102,P4mm | 1a 1a 1b 1b,0.42896412037037035,6912,9793
103,I4/mmm | 2a 2b 4d,0.447881005784441,8471,11977
104,P4/mmm | 1a 1c 2e,0.4967770615692376,8998,12296
105,I-43m | 2a 8c 24g 24g,0.0852719333068678,12595,16334
106,Cmm2 | 2a 2a 2b 2b,0.26515481901439164,6879,9704
107,P4mm | 1a 1a 1b 1b,0.30978822314049587,7744,10632
108,P4/mmm | 1a 1c 2e,0.5595651686652471,8923,12493
109,C2/m | 2a 2d 4i,0.24855335755618355,7431,9949
110,R3m | 3a 3a 3a 3a,0.9663472253175841,4487,6327
111,P3m1 | 1a 1b 1c,0.9477923627684964,3352,4655
112,P2/m | 1a 1g 2n,0.4066687441570583,6418,8910
113,P2/m | 1a 1g 2n,0.3305971924815608,8406,11291
114,I-4m2 | 2a 2b 2c 2d,0.3522727272727273,9856,12846
115,R-3m | 3a 3b 6c,0.5991208791208791,6825,9108
116,F-43m | 4a 4c 16e,0.8189767898005884,12236,17378
117,I4/mmm | 2a 2b 4d,0.47784882393240463,8758,12017
118,F-43m | 4a 4b 4c 4d,0.9727401129943503,7080,10967
119,Fm-3m | 4a 4b 8c,0.6817927170868348,1785,12498
120,Imm2 | 2a 2a 2b 2b,0.32405871091257177,7835,10788
121,P4mm | 1a 1a 1b 1b,0.6466193500186777,8031,10918
122,F-43m | 4a 4c 16e,0.7644973909618982,10157,14266
123,Cm | 2a 2a 2a 2a,0.7617871334980131,9311,11326
124,F-43m | 4a 4b 4c 4d,0.9956262001280136,9374,12363
125,Fd-3m | 16c 32e 48f,0.1495572318793047,9147,13314
126,Pm | 1a 1a 1b 1b,0.34837209302325584,8600,11933
127,R-3m | 3a 3b 6c,0.9787789748612471,6126,8508
128,Imm2 | 2a 2a 2b 2b,0.34639526542324245,11152,15007
129,F-43m | 4a 4b 4c 4d,0.9755255255255255,6660,9822
130,F-43m | 4a 4c 16e,0.9029245283018867,10600,14882
131,P3m1 | 1a 1b 1c,0.409663204280768,6354,8881
132,R-3m | 3a 9e,0.2473229706390328,5790,7560
133,R-3m | 3a 3b 6c,0.8770147161878066,5708,8084
134,Immm | 2a 2c 4j,0.3289066529138731,7756,10661
135,I-4m2 | 2a 2b 2c 2d,0.42833052276559863,9488,12817
136,Cmmm | 2a 2b 4f,0.1449063620666755,7529,10320
137,P4/mmm | 1a 1b 2h,0.24681684622918706,6126,8119
138,P4mm | 1a 1a 1b 1b,0.3293190603627713,6726,9163
139,I4/mmm | 2a 4d 4e,0.11117788461538461,8320,11340
140,Cmmm | 2a 2b 4f,0.4408890078993172,7469,10223
141,Cm | 2a 2a 2a 2a 2a 2a,0.22630025820730357,10844,15158
142,Cmm2 | 2a 2a 2b 2b,0.3083609271523179,7248,9482
143,R-3m | 3a 3b 6c,0.8370653319283456,7592,9858
144,Cm | 2a 2a 2a 2a,0.6833753383739382,10713,12944
145,C2/m | 2a 2d 4i,0.3755202913631634,7688,9769
146,Immm | 2a 2c 4j,0.27521613832853026,8328,11255
147,Cm | 2a 2a 2a 2a,0.744115313409151,7562,9261
148,F-43m | 4a 4b 4c 4d,0.5361588313959469,9721,13715
149,P4/mmm | 1a 1c 2e,0.7269903359410953,8692,12191
