cluster_id,dominant_space_group_symbol,fraction,n_labeled,cluster_size
58,P6_3/mmc,0.13864635987658372,15233,15281
59,P2/m,0.39988073941562313,8385,8387
60,P3m1,0.9542428105964017,7059,7060
61,Immm,0.3375470121186795,9572,9574
62,F-43m,1.0,13331,13333
63,I4/mmm,0.3737864077669903,11536,11541
64,R-3m,0.7685985788887938,11681,11686
65,Pm,0.6438730413820811,12445,12445
66,P4mm,0.44980466975561006,11007,11007
67,F-43m,0.9573491699284654,14818,14822
68,Imm2,0.26278939507094845,10712,10713
69,Cm,0.7782074162205037,10086,10088
70,Fmm2,0.2509907529722589,8327,8327
71,I4/mmm,0.387676631740844,10403,10405
72,Imm2,0.4278853849847927,12494,12494
73,F-43m,1.0,12791,12793
74,Fm-3m,0.8914022620358323,9991,9991
75,Cmmm,0.3229676552452251,10419,10422
76,R-3m,0.9407787654939276,7987,7988
77,Cm,0.8139581860418139,9901,9911
78,P4mm,0.5043500732190542,11609,11611
79,P2/m,0.3552195526097763,9656,9656
80,Cmmm,0.1781677846182119,10883,10896
81,P4/mmm,0.5122530314593403,11793,11795
82,R-3m,0.9485889675164123,11729,11732
83,Cmmm,0.26384258882836004,12299,12304
84,R-3m,0.49504619837470776,8983,8984
85,C2/m,0.48813169984686067,10448,10450
86,F-43m,0.7093957115009747,12825,12826
87,Pm-3m,0.39684220660440933,10387,10392
88,Cmmm,0.4312359724479529,12921,12923
89,F-43m,0.9418992921063176,14974,14976
90,Imm2,0.36883356385431076,8676,8677
91,R-3m,0.5783498560921011,6254,6261
92,I-4m2,0.32969391564016426,10716,10716
93,P4mm,0.5721168631471041,9755,9755
94,R-3m,0.7855869001297017,12336,12337
95,I4/mmm,0.18125883428951525,12027,12031
96,Cmmm,0.5415485278080698,9170,9171
97,P4mm,0.6489284152208776,13718,13719
98,Pm,0.5732798806638075,10726,10728
99,C2/m,0.6030249110320285,11240,11242
100,Imm2,0.21499949530634904,9907,9909
101,F-43m,1.0,11002,11005
102,P-6m2,0.4713984539704849,7115,7116
103,F-43m,0.7294562973158981,14530,14530
104,I-4m2,0.3550504636087634,12187,12189
105,Cm,0.5936736829863938,8599,8601
106,Pm,0.29298067141403866,12779,12781
107,Cmmm,0.5618740262630759,8986,8987
108,Imm2,0.41338165105179425,11314,11315
109,Cm,0.7472387037882245,10955,10960
110,P4/mmm,0.47353214322567333,9691,9693
111,Pm,0.4947991025902509,9806,9808
112,C2/m,0.4397181628392484,11496,11503
113,I-4m2,0.5007364713416587,15615,15618
114,I4/mmm,0.322354460743611,10839,10842
115,R-3m,0.9218458840293763,9123,9124
116,F-43m,0.9901743569983624,10381,10381
117,P6_3/mmc,0.14629876625541846,11996,12002
118,Imm2,0.37196495619524406,11985,11987
119,R-3m,0.8368210405946255,8745,8746
120,Fm-3m,0.8494631785876304,13226,13227
121,Pm-3m,0.2216536062689909,6253,6257
122,I-4m2,0.5365268470257302,12087,12088
123,P4/mmm,0.3502194803654051,8429,8431
124,I-4m2,0.4704959470060141,11473,11476
125,I4/mmm,0.46927053417576103,10446,10449
126,P4/mmm,0.47782574568288855,10192,10193
127,C2/m,0.25985221674876846,12180,12194
128,F-43m,1.0,10380,10386
129,C2/m,0.21924980959634424,10504,10507
130,P2/m,0.24593530720520282,11686,11687
131,C2/m,0.42727689837118604,8718,8719
132,F-43m,0.9567519366884022,17943,17946
133,I4/mmm,0.34506788417637874,8323,8330
134,F-43m,0.9790171176145775,10866,10870
135,P3m1,0.5928985761996836,5689,5690
136,Cm,0.6845171409365898,8926,8927
137,Fd-3m,0.34421255860991085,10877,10886
138,F-43m,0.9983344437041972,9006,9007
139,I4mm,0.6493612078977933,8610,8611
140,P4mm,0.3539255682291233,12011,12013
141,I4/mmm,0.21503957783641162,10612,10617
142,I4mm,0.36216937636495994,8242,8242
143,P4/mmm,0.5934731116764629,11399,11401
144,P2/m,0.4086930274675521,9939,9940
145,Fm-3m,0.8891219441631708,13826,13826
146,Cm,0.6496715670941507,9591,9594
147,Cmm2,0.31195756991321116,12444,12446
148,Pmmm,0.3539319576129392,8965,8966
149,P2/m,0.4383807327696644,11709,11710
