layer,variant,distance,mean_cos
8,raw,58,0.915475
8,raw,59,0.915285
8,raw,60,0.91549
8,raw,61,0.915381
8,raw,62,0.915211
8,raw,63,0.915825
8,raw,64,0.916136
8,raw,65,0.916119
8,raw,66,0.916604
8,raw,67,0.917317
8,raw,68,0.917047
8,raw,69,0.916686
8,raw,70,0.915448
8,raw,71,0.916587
8,raw,72,0.9138
8,raw,73,0.909611
8,centered,0,0.118473
8,centered,1,0.11574
8,centered,2,0.113693
8,centered,3,0.11395
8,centered,4,0.112833
8,centered,5,0.112161
8,centered,6,0.110696
8,centered,7,0.109155
8,centered,8,0.109093
8,centered,9,0.107644
8,centered,10,0.105793
8,centered,11,0.105488
8,centered,12,0.104445
8,centered,13,0.103529
8,centered,14,0.102873
8,centered,15,0.101684
8,centered,16,0.100703
8,centered,17,0.0997013
8,centered,18,0.0984856
8,centered,19,0.0973958
8,centered,20,0.0961508
8,centered,21,0.0948557
8,centered,22,0.0930999
8,centered,23,0.0920924
8,centered,24,0.0905375
8,centered,25,0.0887785
8,centered,26,0.0876037
8,centered,27,0.0857704
8,centered,28,0.0839053
8,centered,29,0.0827569
8,centered,30,0.0811904
8,centered,31,0.0795051
8,centered,32,0.0773087
8,centered,33,0.0762744
8,centered,34,0.0743496
8,centered,35,0.0719536
8,centered,36,0.0703544
8,centered,37,0.0686778
8,centered,38,0.0664686
8,centered,39,0.0648176
8,centered,40,0.0625916
8,centered,41,0.0607164
8,centered,42,0.0589713
8,centered,43,0.0570361
8,centered,44,0.0555591
8,centered,45,0.053856
8,centered,46,0.0523572
8,centered,47,0.0498326
8,centered,48,0.0473723
8,centered,49,0.0448452
8,centered,50,0.0435232
8,centered,51,0.0402625
8,centered,52,0.0379598
8,centered,53,0.0350935
8,centered,54,0.0327193
8,centered,55,0.0300379
8,centered,56,0.0270213
8,centered,57,0.02472
8,centered,58,0.0223105
8,centered,59,0.0187675
8,centered,60,0.01887
8,centered,61,0.0157319
8,centered,62,0.0145558
8,centered,63,0.0180339
8,centered,64,0.0137069
8,centered,65,0.0109324
